180
482
95
168
67
229
408
354
75
167
72
532
370
363
74
8
13
98
11
571
5
173
121
80
127
55
0
255
1145
0
402
170
169
79
167
254
70
238
423
325
742
88
552
455
26
307
147
266
32
133
148
199
13
3
43
4
3
8
10
87
1028
370
367
849
30
13
39
232
1
16
190
7
34
112
101
32
151
288
440
1744
448
4
17
96
19
0
581
0
0
0
0
1
17
0
1
1
0
4
180
0
10
0
